id,domain,prompt
3035,Sensors / Environmental Monitoring,"Design a multi-mode environmental monitor with modes Normal, Energy-Saving, and Emergency. Use temperature [degC], humidity [%], and CO2 (ppm) to drive transitions with clear thresholds and hysteresis. Specify sampling rates per mode (for example, 2 Hz Normal, 1 Hz Energy-Saving, 10 Hz Emergency), WCET budgets, fail-safe actions, and a test plan covering all transitions, latching alarms, and boundary conditions."
3036,Sensors / Environmental Monitoring,"Implement a two-zone monitoring system for Zone A and Zone B, each with temperature [degC] and humidity [%]. Provide modes Independent and Linked; in Linked mode, a safety alarm is raised if either zone exceeds limits (T > 60 [degC], RH > 90 [%]). Define timing constraints at 10 Hz, WCET <= 2 ms, sensor fault handling, and comprehensive tests for cross-zone discrepancies and recovery."
3037,Sensors / Environmental Monitoring,"Create a wildfire smoke response state machine using PM2.5 and CO2 with states Clear, Caution, Hazard, and Shelter. Define thresholds (for example, PM2.5 >= 150 ug/m3 triggers Hazard), persistence timers, manual override behavior, and latching logic. Include verification criteria such as invariants that Shelter cannot exit until PM2.5 < 50 for 60 minutes and CO2 < 1000 ppm, plus timing budget checks."
3038,Sensors / Environmental Monitoring,"Develop a heatwave protection controller with modes Precool, Sustain, and Emergency Shutoff driven by temperature [degC] and humidity [%]. Include a PID temperature loop with output limits, safety thresholds (cut off at 80 [degC]), dehumidifier duty cycling, WCET <= 2 ms at 20 Hz, and a validation suite with simulated ramps, sensor faults, and timing overruns."
3039,Sensors / Environmental Monitoring,"Specify a comprehensive environmental safety supervisor coordinating temperature [degC], humidity [%], pressure (hPa), light (lux), and air quality metrics. Define modes Startup Self-Test, Monitoring, Degraded, and Alarmed Shutdown with watchdog timers, redundancy management, periodic built-in tests, and acceptance criteria covering boundary values, hysteresis correctness, alarm latching, and worst-case execution timing."
3040,Sensors / Environmental Monitoring,"Turn on the cooling fan whenever ambient temperature exceeds 30 degC and turn it off otherwise. If temperature reaches 40 degC, raise a high-temperature alarm."
3041,Sensors / Environmental Monitoring,Trigger a buzzer alarm if relative humidity falls below 30% or rises above 80%. Indicate normal with a green LED when humidity is between 40% to 60%.
3042,Sensors / Environmental Monitoring,"If barometric pressure is outside the safe range 980 hPa to 1040 hPa, light a yellow warning LED; otherwise keep green. Sample once per second."
3043,Sensors / Environmental Monitoring,"Switch on the night light when ambient illuminance drops below 100 lux, and switch it off when it is 150 lux or higher. Add a critical alarm if the light sensor reports invalid data."
3044,Sensors / Environmental Monitoring,"If CO2 concentration exceeds 1000 ppm continuously for 60 s, sound an alarm and set a red indicator; clear it when the level stays below 800 ppm for 60 s."
3045,Sensors / Environmental Monitoring,Turn on a red LED whenever PM2.5 exceeds 35 µg/m3; green when below. Also blink the red LED at 2 Hz if PM2.5 exceeds 100 µg/m3.
3046,Sensors / Environmental Monitoring,"Create a latching over-temperature alarm that activates when temperature exceeds 50 degC and remains active until a manual reset input is received, even if temperature drops."
3047,Sensors / Environmental Monitoring,Control a dehumidifier: turn it on when humidity is greater than 60% and turn it off when humidity falls below 55%. Raise a safety alarm if humidity exceeds 90%.
3048,Sensors / Environmental Monitoring,"Detect temperature sensor faults: if the reading is below -40 degC or above 125 degC, flag a sensor error and enter a safe state with an alarm."
3049,Sensors / Environmental Monitoring,"If ambient light exceeds 8000 lux, issue a glare warning beep for 2 s; otherwise remain silent."
3050,Sensors / Environmental Monitoring,Sample relative humidity at 1 Hz and trigger an alarm whenever it exceeds 90%. Clear the alarm once it returns below 85%.
3051,Sensors / Environmental Monitoring,Indicate fresh air quality with a blue LED when CO2 is below 400 ppm. Turn the LED off otherwise.
3052,Sensors / Environmental Monitoring,Alert if air pressure drops below 980 hPa for more than 30 s. Keep a green LED on when above 990 hPa.
3053,Sensors / Environmental Monitoring,Show a comfort indicator: light green when temperature is between 18 degC and 26 degC and humidity between 40% and 60%; otherwise light amber.
3054,Sensors / Environmental Monitoring,"If the volatile organic compounds (TVOC) reading exceeds 500 ppb, activate an alarm; clear it when it falls below 300 ppb."
3055,Sensors / Environmental Monitoring,"Implement a three-state monitor for ambient temperature: NORMAL (<30 degC), WARNING (30 to 39.9 degC), CRITICAL (>=40 degC). Drive green/yellow/red LEDs accordingly and sound the buzzer only in CRITICAL. Include 1 degC hysteresis on state transitions."
3056,Sensors / Environmental Monitoring,Use hysteresis to control a cooling fan from temperature with two thresholds: turn on at 28 degC and off at 26 degC. Add a separate safety cutoff that disables the system and raises an alarm if temperature exceeds 60 degC.
3057,Sensors / Environmental Monitoring,"Compute the heat index from temperature [degC] and humidity [%] and classify as SAFE, CAUTION, or DANGER. Trigger an audible alarm in DANGER and a visual warning in CAUTION."
3058,Sensors / Environmental Monitoring,"Create a PM2.5 state machine with NORMAL (<35 µg/m3), ALERT (35 to 99 µg/m3), and HAZARD (>=100 µg/m3). Blink yellow in ALERT, blink red faster in HAZARD. Require a manual reset to clear from HAZARD after PM2.5 stays below 35 µg/m3 for 5 min."
3059,Sensors / Environmental Monitoring,"Poll temperature, humidity, and pressure at 10 Hz, 2 Hz, and 1 Hz respectively within a 50 ms major cycle; ensure WCET of the loop is <= 10 ms. Raise an alarm if any sampling deadline is missed."
3060,Sensors / Environmental Monitoring,Use a 5 s moving average of illuminance (lux) to decide day/night status. Require the condition to hold for 10 s before switching states to avoid flicker. Alarm if the lux sensor saturates.
3061,Sensors / Environmental Monitoring,Detect rapid pressure drops exceeding 5 hPa within 2 minutes and raise a storm warning alarm; decay the warning after 10 minutes with no further drops.
3062,Sensors / Environmental Monitoring,Provide a calibration mode entered by holding a button for 3 s: capture current ambient light as baseline and store an offset. Include a safety confirmation blink pattern before committing.
3063,Sensors / Environmental Monitoring,"Monitor data freshness: if temperature, humidity, or pressure readings are older than 5 s, raise a sensor-stale alarm and set outputs to a safe default."
3064,Sensors / Environmental Monitoring,"Read two temperature sensors and cross-check: if their difference exceeds 2 degC, flag a discrepancy alarm; otherwise use their average for display and threshold checks."
3065,Sensors / Environmental Monitoring,"Calculate dew point [degC] from temperature [degC] and relative humidity [%]. If dew point exceeds 18 degC, assert a condensation risk alarm until dew point drops below 16 degC."
3066,Sensors / Environmental Monitoring,"Ventilation staging based on CO2: Stage 0 (<800 ppm), Stage 1 (800 to 1200 ppm), Stage 2 (>=1200 ppm). Enforce a minimum on-time of 2 minutes when a stage is entered. Sound an alarm if CO2 >= 1500 ppm."
3067,Sensors / Environmental Monitoring,"Create day/night profiles: when ambient light < 50 lux (night), use a humidity upper limit of 70%; when >= 50 lux (day), use 60%. Alarm if exceeded with the appropriate profile."
3068,Sensors / Environmental Monitoring,Combine PM2.5 and PM10 for air quality: trigger a warning if PM2.5 > 25 µg/m3 or PM10 > 50 µg/m3; trigger a hazard alarm if both exceed their limits simultaneously.
3069,Sensors / Environmental Monitoring,"Implement an alarm acknowledgment function: when any environmental alarm occurs, latch it and require a user acknowledgment input to silence the buzzer; keep the indicator red until the parameter returns to safe levels."
3070,Sensors / Environmental Monitoring,Filter humidity [%] using a median of the last 5 samples to reduce spikes before comparing against thresholds of 30% and 80%. Indicate out-of-range with a yellow LED.
3071,Sensors / Environmental Monitoring,"Count and expose the total number of times each alarm (temperature, humidity, pressure, light) has been triggered since power-up; cap the counters at 65535."
3072,Sensors / Environmental Monitoring,Only escalate CO2 to an audible alarm when ambient light is above 200 lux (likely occupied); otherwise show a silent visual warning. Use CO2 thresholds of 1000 ppm and 1500 ppm.
3073,Sensors / Environmental Monitoring,"Log temperature [degC], humidity [%], and pressure [hPa] every 5 s and maintain rolling min/max over the last 1 hour. Raise an alarm if min temperature < 0 degC or max > 35 degC."
3074,Sensors / Environmental Monitoring,"Implement a gas sensor warm-up: for the first 120 s after power-on, suppress TVOC alarms and show amber. After warm-up, use thresholds 500 ppb (warning) and 1500 ppb (critical) with corresponding alarms."
3075,Sensors / Environmental Monitoring,Use PID control to maintain ambient temperature at 22 degC using a heater output (0 to 100%). Limit the output if humidity exceeds 70% and trigger a safety shutdown with alarm if temperature rises above 45 degC. Sampling period 200 ms.
3076,Sensors / Environmental Monitoring,"Fuse readings from three temperature sensors using a median voter; if any sensor deviates more than 3 degC from the median, exclude it and raise a fault alarm. Continue operation with the remaining sensors."
3077,Sensors / Environmental Monitoring,Apply a complementary filter to combine a slow-responding humidity sensor with a fast-responding one to estimate true humidity [%]. Use the fused value for alarms at <30% and >80%.
3078,Sensors / Environmental Monitoring,Implement an estimator to smooth barometric pressure [hPa] and detect sudden steps; raise an alarm if an innovation spike suggests a sensor fault. Ensure loop WCET <= 5 ms at 50 Hz.
3079,Sensors / Environmental Monitoring,"Adaptive PM2.5 thresholding: compute a 30-minute moving baseline and alarm when PM2.5 exceeds max(35 µg/m3, baseline + 25 µg/m3); escalate to critical at baseline + 75 µg/m3."
3080,Sensors / Environmental Monitoring,"PID-controlled ventilation to keep CO2 below 900 ppm by modulating a fan (0 to 100% PWM). Add hard safety limits at 1500 ppm (critical alarm, max fan) and 2000 ppm (evacuate alarm). Sample at 1 Hz."
3081,Sensors / Environmental Monitoring,"Compute absolute humidity [g/m3] from temperature [degC] and relative humidity [%], then constrain a humidifier output using a PI controller to reach 10 g/m3. Stop and alarm if condensation risk occurs (dew point >= 18 degC)."
